Name,Age,Overall,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
R. Saponara,26,78,74.0,64.0,58.0,80.0,64.0,83.0,80.0,70.0,74.0,85.0,69.0,75.0,72.0,68.0,71.0,72.0,64.0,68.0,69.0,66.0,52.0,30.0,78.0,80.0,68.0,76.0,61.0,34.0,30.0,5.0,3.0,5.0,5.0,3.0
Pedro Mendes,27,78,25.0,25.0,73.0,66.0,22.0,62.0,48.0,52.0,64.0,63.0,66.0,63.0,55.0,71.0,53.0,67.0,74.0,75.0,79.0,34.0,81.0,80.0,25.0,32.0,35.0,70.0,80.0,82.0,78.0,10.0,6.0,13.0,10.0,10.0
C. Schindler,28,78,49.0,25.0,74.0,68.0,30.0,42.0,45.0,33.0,64.0,68.0,60.0,65.0,56.0,77.0,57.0,52.0,74.0,68.0,78.0,24.0,76.0,81.0,27.0,51.0,55.0,73.0,81.0,81.0,78.0,6.0,11.0,10.0,12.0,12.0
N. Chadli,28,78,74.0,73.0,67.0,77.0,73.0,82.0,77.0,78.0,68.0,80.0,74.0,78.0,65.0,75.0,54.0,81.0,71.0,75.0,83.0,75.0,59.0,43.0,77.0,75.0,76.0,79.0,41.0,48.0,44.0,12.0,11.0,12.0,10.0,13.0
Arbilla,31,78,75.0,40.0,73.0,77.0,48.0,63.0,75.0,82.0,65.0,76.0,55.0,70.0,60.0,75.0,68.0,81.0,81.0,74.0,78.0,68.0,84.0,77.0,57.0,57.0,47.0,65.0,72.0,80.0,79.0,14.0,8.0,15.0,13.0,9.0
L. Dunk,26,78,32.0,37.0,76.0,71.0,24.0,60.0,23.0,39.0,74.0,68.0,38.0,50.0,47.0,79.0,42.0,72.0,72.0,64.0,82.0,21.0,80.0,78.0,30.0,45.0,36.0,72.0,80.0,76.0,78.0,15.0,16.0,9.0,12.0,6.0
P. Hernández,31,78,54.0,66.0,53.0,79.0,69.0,80.0,75.0,69.0,78.0,79.0,69.0,67.0,70.0,80.0,44.0,75.0,69.0,68.0,80.0,73.0,85.0,75.0,76.0,80.0,62.0,68.0,55.0,67.0,70.0,6.0,15.0,9.0,15.0,10.0
J. Guidetti,26,78,67.0,76.0,75.0,75.0,79.0,76.0,68.0,80.0,53.0,77.0,65.0,65.0,64.0,78.0,60.0,84.0,70.0,64.0,82.0,80.0,75.0,34.0,79.0,65.0,81.0,78.0,55.0,30.0,26.0,12.0,13.0,14.0,6.0,11.0
Sergi Gómez,26,78,45.0,35.0,74.0,80.0,37.0,56.0,49.0,46.0,77.0,75.0,46.0,44.0,52.0,76.0,50.0,45.0,69.0,68.0,78.0,47.0,70.0,81.0,52.0,56.0,41.0,68.0,80.0,81.0,78.0,15.0,16.0,11.0,11.0,7.0
Oriol Romeu,26,78,37.0,25.0,67.0,80.0,35.0,59.0,49.0,53.0,71.0,72.0,53.0,48.0,54.0,72.0,59.0,60.0,65.0,75.0,82.0,43.0,88.0,80.0,48.0,65.0,54.0,72.0,77.0,79.0,74.0,12.0,14.0,10.0,11.0,16.0
Lucas Pérez,29,78,74.0,78.0,68.0,75.0,78.0,79.0,82.0,77.0,70.0,80.0,76.0,78.0,70.0,80.0,73.0,82.0,63.0,70.0,69.0,79.0,67.0,38.0,79.0,81.0,79.0,75.0,25.0,24.0,26.0,14.0,8.0,8.0,10.0,10.0
B. Natcho,30,78,76.0,70.0,57.0,80.0,65.0,73.0,75.0,76.0,81.0,81.0,57.0,66.0,76.0,78.0,79.0,73.0,54.0,66.0,70.0,74.0,71.0,72.0,68.0,80.0,84.0,84.0,70.0,72.0,64.0,14.0,13.0,12.0,15.0,16.0
Cláudio Ramos,26,78,10.0,14.0,21.0,25.0,10.0,16.0,15.0,13.0,23.0,20.0,50.0,54.0,65.0,76.0,65.0,31.0,76.0,47.0,77.0,16.0,27.0,21.0,10.0,55.0,13.0,44.0,21.0,17.0,13.0,81.0,76.0,65.0,74.0,80.0
F. Lejeune,27,78,51.0,50.0,75.0,75.0,42.0,62.0,47.0,41.0,70.0,73.0,42.0,52.0,55.0,72.0,57.0,75.0,76.0,73.0,83.0,66.0,81.0,81.0,46.0,46.0,43.0,77.0,80.0,76.0,73.0,11.0,15.0,15.0,12.0,7.0
G. Krychowiak,28,78,59.0,42.0,75.0,79.0,40.0,65.0,52.0,62.0,80.0,77.0,61.0,68.0,59.0,74.0,52.0,81.0,74.0,75.0,83.0,69.0,80.0,76.0,52.0,68.0,78.0,80.0,72.0,77.0,71.0,15.0,14.0,8.0,6.0,7.0
N. Lodeiro,29,78,81.0,65.0,42.0,79.0,70.0,78.0,81.0,77.0,76.0,81.0,71.0,68.0,78.0,79.0,78.0,71.0,65.0,87.0,61.0,76.0,66.0,42.0,75.0,78.0,76.0,78.0,44.0,49.0,37.0,12.0,16.0,11.0,7.0,15.0
O. Özyakup,25,78,77.0,62.0,50.0,83.0,72.0,78.0,83.0,77.0,78.0,80.0,71.0,72.0,88.0,73.0,79.0,80.0,72.0,76.0,62.0,76.0,75.0,66.0,74.0,80.0,78.0,82.0,60.0,65.0,64.0,7.0,10.0,9.0,15.0,13.0
C. Tévez,34,78,72.0,77.0,54.0,78.0,74.0,79.0,74.0,68.0,65.0,77.0,73.0,70.0,76.0,74.0,74.0,83.0,56.0,73.0,74.0,70.0,77.0,34.0,78.0,78.0,74.0,80.0,35.0,51.0,50.0,4.0,2.0,3.0,2.0,4.0
K. Papadopoulos,26,78,44.0,24.0,88.0,54.0,44.0,40.0,40.0,43.0,50.0,52.0,60.0,59.0,53.0,69.0,60.0,68.0,91.0,61.0,90.0,58.0,92.0,64.0,35.0,44.0,46.0,60.0,77.0,81.0,80.0,11.0,10.0,12.0,9.0,10.0
M. Gradel,30,78,71.0,78.0,66.0,74.0,69.0,82.0,67.0,73.0,66.0,81.0,85.0,84.0,83.0,75.0,70.0,74.0,66.0,71.0,59.0,78.0,59.0,51.0,76.0,74.0,75.0,78.0,31.0,40.0,35.0,11.0,12.0,8.0,10.0,12.0
M. Debuchy,32,78,77.0,62.0,74.0,75.0,62.0,74.0,74.0,61.0,73.0,75.0,74.0,73.0,74.0,78.0,73.0,74.0,81.0,74.0,72.0,68.0,79.0,76.0,63.0,64.0,66.0,75.0,78.0,78.0,78.0,8.0,9.0,7.0,15.0,10.0
V. Moses,27,78,76.0,69.0,70.0,76.0,64.0,82.0,75.0,61.0,70.0,81.0,79.0,77.0,76.0,76.0,82.0,74.0,66.0,85.0,69.0,69.0,62.0,73.0,76.0,72.0,75.0,75.0,74.0,74.0,71.0,9.0,7.0,8.0,16.0,16.0
Z. Junuzović,30,78,83.0,68.0,58.0,77.0,82.0,80.0,88.0,82.0,78.0,80.0,76.0,69.0,86.0,76.0,91.0,78.0,68.0,92.0,65.0,78.0,76.0,75.0,70.0,77.0,70.0,78.0,68.0,66.0,63.0,15.0,9.0,11.0,15.0,8.0
Granero,30,78,78.0,73.0,59.0,81.0,58.0,77.0,80.0,76.0,80.0,80.0,55.0,50.0,68.0,77.0,67.0,77.0,53.0,55.0,68.0,77.0,72.0,74.0,71.0,78.0,73.0,71.0,58.0,76.0,62.0,11.0,14.0,7.0,12.0,14.0
J. Baumgartlinger,30,78,63.0,39.0,69.0,81.0,50.0,65.0,47.0,49.0,71.0,74.0,68.0,71.0,65.0,74.0,64.0,73.0,80.0,88.0,78.0,39.0,84.0,77.0,62.0,64.0,59.0,75.0,79.0,80.0,75.0,9.0,13.0,10.0,9.0,14.0
Fábio Coentrão,30,78,80.0,65.0,63.0,78.0,63.0,81.0,78.0,51.0,75.0,79.0,77.0,75.0,76.0,79.0,76.0,69.0,79.0,83.0,66.0,67.0,81.0,76.0,76.0,76.0,54.0,82.0,68.0,77.0,81.0,7.0,13.0,16.0,15.0,14.0
B. Costil,30,78,11.0,14.0,15.0,35.0,12.0,13.0,12.0,11.0,33.0,12.0,49.0,53.0,38.0,75.0,45.0,22.0,49.0,28.0,65.0,15.0,22.0,22.0,12.0,44.0,15.0,58.0,16.0,11.0,14.0,80.0,76.0,77.0,77.0,78.0
Hilton,40,78,60.0,45.0,79.0,73.0,51.0,63.0,42.0,48.0,72.0,73.0,33.0,38.0,51.0,70.0,60.0,55.0,79.0,54.0,76.0,58.0,76.0,79.0,50.0,67.0,64.0,70.0,83.0,77.0,76.0,12.0,7.0,11.0,12.0,13.0
N. Gudelj,26,78,74.0,58.0,75.0,78.0,69.0,64.0,80.0,79.0,76.0,75.0,59.0,65.0,62.0,74.0,57.0,85.0,67.0,91.0,88.0,82.0,83.0,74.0,67.0,71.0,74.0,71.0,72.0,76.0,73.0,8.0,11.0,8.0,14.0,12.0
L. Pratto,30,78,68.0,76.0,76.0,72.0,73.0,72.0,57.0,56.0,70.0,76.0,66.0,72.0,67.0,76.0,64.0,84.0,70.0,74.0,91.0,74.0,78.0,47.0,80.0,73.0,78.0,71.0,48.0,36.0,50.0,8.0,15.0,6.0,15.0,15.0
E. Hernández,30,78,80.0,75.0,49.0,79.0,72.0,80.0,75.0,67.0,75.0,83.0,74.0,77.0,80.0,70.0,81.0,73.0,70.0,77.0,58.0,74.0,39.0,42.0,70.0,80.0,70.0,80.0,50.0,45.0,52.0,10.0,8.0,9.0,14.0,9.0
Jurado,32,78,79.0,77.0,47.0,80.0,69.0,80.0,80.0,78.0,78.0,79.0,71.0,67.0,80.0,79.0,70.0,76.0,65.0,60.0,57.0,75.0,46.0,40.0,78.0,79.0,66.0,68.0,30.0,26.0,27.0,11.0,15.0,7.0,6.0,13.0
R. Cabella,28,78,73.0,70.0,58.0,79.0,70.0,82.0,75.0,78.0,74.0,80.0,83.0,77.0,91.0,72.0,80.0,73.0,41.0,73.0,50.0,73.0,47.0,56.0,69.0,74.0,72.0,72.0,31.0,34.0,32.0,12.0,16.0,12.0,13.0,7.0
Rafael Tolói,27,78,44.0,28.0,76.0,66.0,30.0,58.0,41.0,70.0,68.0,66.0,66.0,68.0,63.0,78.0,66.0,75.0,76.0,53.0,69.0,62.0,78.0,82.0,40.0,50.0,64.0,74.0,77.0,82.0,80.0,11.0,12.0,16.0,16.0,8.0
C. Bravo,35,78,12.0,13.0,18.0,56.0,11.0,22.0,25.0,38.0,54.0,41.0,58.0,54.0,63.0,73.0,62.0,22.0,81.0,41.0,69.0,17.0,40.0,23.0,16.0,69.0,23.0,64.0,15.0,18.0,19.0,78.0,77.0,85.0,75.0,78.0
Hernanes,33,78,79.0,57.0,60.0,82.0,76.0,74.0,84.0,85.0,78.0,79.0,64.0,59.0,72.0,70.0,75.0,85.0,61.0,71.0,72.0,77.0,54.0,70.0,56.0,86.0,75.0,78.0,72.0,62.0,62.0,4.0,5.0,4.0,6.0,6.0
K. Honda,32,78,75.0,65.0,72.0,80.0,72.0,82.0,88.0,86.0,80.0,84.0,76.0,76.0,75.0,72.0,77.0,84.0,83.0,68.0,69.0,80.0,48.0,44.0,74.0,81.0,76.0,80.0,59.0,48.0,48.0,3.0,3.0,5.0,5.0,3.0
A. Dzyuba,29,78,61.0,79.0,86.0,71.0,74.0,71.0,64.0,60.0,55.0,77.0,66.0,65.0,50.0,75.0,32.0,78.0,63.0,77.0,93.0,68.0,75.0,30.0,78.0,73.0,77.0,70.0,21.0,15.0,19.0,15.0,12.0,11.0,11.0,8.0
J. Holebas,34,78,83.0,57.0,74.0,76.0,50.0,73.0,69.0,71.0,69.0,77.0,74.0,76.0,71.0,74.0,73.0,82.0,73.0,79.0,73.0,72.0,89.0,71.0,62.0,64.0,57.0,72.0,75.0,80.0,77.0,15.0,13.0,13.0,14.0,16.0
Javi García,31,78,47.0,59.0,86.0,82.0,59.0,66.0,55.0,44.0,77.0,77.0,62.0,62.0,62.0,73.0,53.0,82.0,91.0,76.0,79.0,54.0,86.0,78.0,62.0,63.0,61.0,80.0,70.0,77.0,75.0,14.0,6.0,8.0,14.0,16.0
Sergio,31,78,21.0,11.0,9.0,37.0,11.0,13.0,20.0,11.0,39.0,21.0,44.0,43.0,50.0,75.0,48.0,24.0,64.0,33.0,62.0,11.0,34.0,15.0,12.0,38.0,23.0,58.0,20.0,12.0,13.0,79.0,73.0,75.0,78.0,81.0
M. Cáceres,31,78,69.0,37.0,76.0,67.0,65.0,60.0,68.0,41.0,65.0,66.0,76.0,78.0,79.0,73.0,74.0,70.0,91.0,69.0,72.0,59.0,78.0,80.0,50.0,58.0,50.0,76.0,80.0,78.0,77.0,2.0,3.0,4.0,2.0,4.0
Daniel Carriço,29,78,61.0,48.0,76.0,74.0,47.0,58.0,39.0,54.0,75.0,64.0,47.0,54.0,60.0,71.0,68.0,66.0,92.0,59.0,77.0,50.0,85.0,76.0,57.0,62.0,62.0,79.0,79.0,77.0,78.0,14.0,10.0,15.0,15.0,12.0
J. Cork,29,78,68.0,58.0,75.0,80.0,60.0,75.0,75.0,58.0,79.0,79.0,57.0,54.0,63.0,78.0,71.0,74.0,75.0,92.0,77.0,59.0,80.0,79.0,68.0,76.0,60.0,80.0,80.0,79.0,76.0,13.0,11.0,16.0,6.0,6.0
J. Tomkins,29,78,45.0,29.0,78.0,70.0,28.0,50.0,33.0,31.0,60.0,59.0,41.0,49.0,47.0,76.0,50.0,40.0,76.0,65.0,79.0,29.0,80.0,78.0,38.0,54.0,43.0,74.0,81.0,80.0,79.0,11.0,8.0,6.0,9.0,14.0
Guilherme,32,78,13.0,11.0,13.0,39.0,13.0,16.0,19.0,12.0,33.0,21.0,37.0,40.0,54.0,74.0,30.0,22.0,62.0,34.0,71.0,16.0,35.0,21.0,13.0,55.0,12.0,65.0,14.0,16.0,18.0,82.0,73.0,72.0,78.0,80.0
Gervinho,31,78,75.0,72.0,63.0,73.0,70.0,80.0,69.0,43.0,67.0,78.0,91.0,90.0,88.0,76.0,76.0,69.0,62.0,78.0,55.0,64.0,51.0,39.0,78.0,74.0,63.0,68.0,35.0,29.0,15.0,14.0,5.0,12.0,10.0,13.0
J. Shelvey,26,78,73.0,67.0,67.0,84.0,59.0,74.0,69.0,73.0,85.0,76.0,63.0,63.0,62.0,72.0,65.0,85.0,64.0,76.0,71.0,81.0,84.0,63.0,70.0,83.0,71.0,78.0,60.0,65.0,61.0,14.0,11.0,15.0,8.0,16.0
R. Eremenko,31,78,75.0,69.0,43.0,83.0,85.0,78.0,74.0,73.0,78.0,80.0,69.0,68.0,70.0,68.0,73.0,82.0,71.0,66.0,72.0,78.0,63.0,46.0,73.0,85.0,61.0,83.0,59.0,56.0,58.0,15.0,10.0,13.0,6.0,10.0
R. Vormer,30,78,79.0,71.0,70.0,81.0,74.0,67.0,75.0,79.0,77.0,72.0,67.0,60.0,64.0,78.0,67.0,79.0,68.0,92.0,75.0,74.0,79.0,76.0,79.0,77.0,81.0,76.0,76.0,74.0,70.0,9.0,16.0,10.0,7.0,7.0
J. Lens,30,78,79.0,74.0,63.0,74.0,85.0,80.0,71.0,68.0,63.0,78.0,90.0,90.0,75.0,77.0,79.0,80.0,74.0,74.0,77.0,75.0,53.0,23.0,71.0,75.0,67.0,76.0,35.0,39.0,32.0,16.0,16.0,14.0,15.0,6.0
Adriano,33,78,81.0,59.0,63.0,79.0,53.0,81.0,84.0,69.0,77.0,82.0,77.0,73.0,77.0,79.0,76.0,87.0,75.0,74.0,67.0,87.0,75.0,78.0,77.0,69.0,59.0,81.0,78.0,79.0,78.0,13.0,15.0,10.0,15.0,14.0
S. Cook,27,78,41.0,31.0,80.0,70.0,33.0,54.0,31.0,30.0,61.0,67.0,55.0,53.0,55.0,77.0,65.0,48.0,75.0,68.0,78.0,23.0,79.0,78.0,21.0,45.0,35.0,70.0,77.0,78.0,77.0,14.0,12.0,7.0,14.0,12.0
L. Podolski,33,78,75.0,77.0,66.0,76.0,88.0,78.0,80.0,75.0,67.0,78.0,76.0,75.0,67.0,76.0,70.0,92.0,71.0,70.0,83.0,80.0,70.0,36.0,75.0,79.0,83.0,79.0,54.0,39.0,39.0,10.0,9.0,16.0,9.0,9.0
C. Ansaldi,31,78,78.0,57.0,63.0,77.0,51.0,80.0,77.0,45.0,76.0,79.0,75.0,76.0,79.0,79.0,66.0,60.0,70.0,78.0,67.0,66.0,78.0,75.0,65.0,73.0,52.0,81.0,71.0,79.0,80.0,15.0,15.0,11.0,8.0,8.0
Manu García,32,78,65.0,60.0,70.0,77.0,42.0,62.0,52.0,54.0,74.0,75.0,46.0,61.0,66.0,77.0,67.0,74.0,79.0,81.0,78.0,56.0,90.0,79.0,61.0,66.0,71.0,74.0,75.0,81.0,75.0,8.0,14.0,9.0,7.0,11.0
R. Alessandrini,29,78,78.0,74.0,53.0,72.0,75.0,79.0,78.0,79.0,68.0,79.0,87.0,90.0,93.0,77.0,89.0,83.0,61.0,74.0,60.0,82.0,73.0,33.0,75.0,74.0,73.0,77.0,53.0,55.0,34.0,11.0,12.0,9.0,16.0,9.0
J. Ward-Prowse,23,77,89.0,61.0,57.0,84.0,51.0,73.0,88.0,83.0,82.0,82.0,66.0,57.0,75.0,74.0,77.0,74.0,66.0,78.0,57.0,70.0,67.0,65.0,65.0,82.0,80.0,79.0,62.0,65.0,62.0,12.0,12.0,10.0,15.0,15.0
M. Harnik,31,77,68.0,76.0,77.0,72.0,76.0,74.0,73.0,52.0,69.0,71.0,75.0,76.0,69.0,76.0,64.0,78.0,90.0,79.0,77.0,69.0,72.0,39.0,78.0,68.0,72.0,75.0,54.0,32.0,42.0,15.0,10.0,12.0,6.0,14.0
B. Moukandjo,29,77,75.0,79.0,66.0,69.0,70.0,77.0,71.0,71.0,60.0,75.0,91.0,93.0,83.0,76.0,70.0,75.0,71.0,80.0,65.0,64.0,51.0,32.0,77.0,65.0,79.0,77.0,34.0,20.0,19.0,14.0,14.0,8.0,12.0,10.0
G. Pereiro,23,77,73.0,72.0,73.0,72.0,68.0,79.0,72.0,73.0,62.0,83.0,72.0,75.0,74.0,74.0,56.0,81.0,70.0,67.0,75.0,76.0,57.0,30.0,75.0,77.0,70.0,76.0,36.0,40.0,36.0,7.0,15.0,10.0,10.0,12.0
G. Castro,31,77,77.0,66.0,47.0,80.0,66.0,77.0,79.0,73.0,77.0,78.0,70.0,65.0,80.0,77.0,78.0,75.0,73.0,71.0,65.0,73.0,64.0,76.0,73.0,78.0,58.0,81.0,74.0,65.0,68.0,14.0,8.0,13.0,10.0,15.0
Aarón Martín,21,77,76.0,33.0,73.0,76.0,21.0,71.0,62.0,54.0,61.0,75.0,76.0,69.0,68.0,77.0,67.0,55.0,61.0,77.0,60.0,28.0,60.0,78.0,60.0,59.0,43.0,70.0,78.0,78.0,76.0,11.0,14.0,10.0,12.0,12.0
F. Johnson,30,77,76.0,70.0,60.0,76.0,66.0,79.0,72.0,57.0,69.0,76.0,78.0,79.0,73.0,75.0,72.0,69.0,69.0,76.0,60.0,58.0,71.0,65.0,74.0,73.0,53.0,70.0,62.0,75.0,73.0,7.0,7.0,10.0,12.0,15.0
L. López,28,77,33.0,48.0,79.0,66.0,50.0,61.0,37.0,32.0,58.0,62.0,64.0,66.0,64.0,73.0,55.0,67.0,87.0,55.0,79.0,44.0,79.0,79.0,38.0,41.0,48.0,75.0,76.0,76.0,75.0,14.0,12.0,8.0,6.0,13.0
M. Dossevi,30,77,82.0,62.0,54.0,78.0,62.0,78.0,69.0,71.0,70.0,77.0,80.0,80.0,76.0,72.0,76.0,71.0,76.0,71.0,58.0,71.0,45.0,32.0,75.0,76.0,68.0,68.0,41.0,30.0,25.0,13.0,14.0,12.0,10.0,11.0
Caiuby,29,77,72.0,73.0,80.0,73.0,59.0,74.0,68.0,49.0,64.0,74.0,77.0,87.0,73.0,76.0,66.0,85.0,91.0,86.0,81.0,72.0,73.0,49.0,76.0,73.0,61.0,64.0,37.0,24.0,22.0,13.0,7.0,15.0,7.0,15.0
Gabriel,24,77,68.0,68.0,75.0,76.0,61.0,81.0,74.0,73.0,73.0,82.0,67.0,51.0,65.0,76.0,67.0,77.0,81.0,73.0,79.0,78.0,73.0,71.0,70.0,77.0,66.0,69.0,72.0,76.0,72.0,12.0,8.0,14.0,15.0,15.0
Iván Ramis,33,77,45.0,54.0,76.0,71.0,59.0,51.0,67.0,77.0,72.0,70.0,34.0,35.0,52.0,69.0,50.0,76.0,76.0,67.0,90.0,65.0,84.0,77.0,52.0,50.0,65.0,66.0,75.0,78.0,73.0,7.0,15.0,9.0,8.0,11.0
M. Suchý,30,77,43.0,48.0,77.0,72.0,43.0,60.0,32.0,39.0,70.0,65.0,63.0,67.0,65.0,72.0,65.0,64.0,79.0,80.0,84.0,52.0,72.0,74.0,32.0,50.0,64.0,77.0,74.0,79.0,77.0,14.0,11.0,15.0,15.0,7.0
T. Vilhena,23,77,75.0,70.0,67.0,77.0,68.0,77.0,74.0,69.0,76.0,80.0,75.0,72.0,75.0,77.0,83.0,80.0,76.0,85.0,75.0,77.0,84.0,75.0,70.0,74.0,53.0,80.0,66.0,72.0,68.0,12.0,8.0,16.0,12.0,12.0
E. Çolak,27,77,77.0,71.0,65.0,78.0,70.0,77.0,75.0,79.0,77.0,80.0,71.0,68.0,82.0,74.0,90.0,71.0,37.0,69.0,40.0,73.0,52.0,45.0,72.0,77.0,72.0,71.0,35.0,44.0,43.0,7.0,12.0,15.0,6.0,7.0
V. Germain,28,77,74.0,78.0,78.0,73.0,76.0,73.0,77.0,74.0,64.0,75.0,75.0,77.0,91.0,78.0,71.0,77.0,80.0,80.0,61.0,76.0,65.0,44.0,80.0,79.0,76.0,77.0,45.0,21.0,18.0,14.0,7.0,11.0,9.0,14.0
G. Hoarau,34,77,66.0,83.0,84.0,75.0,75.0,68.0,66.0,54.0,62.0,72.0,45.0,51.0,68.0,78.0,59.0,77.0,70.0,67.0,89.0,69.0,63.0,34.0,82.0,69.0,80.0,77.0,32.0,53.0,35.0,1.0,1.0,1.0,1.0,1.0
Sergio García,35,77,77.0,76.0,70.0,76.0,72.0,82.0,80.0,64.0,72.0,78.0,68.0,69.0,66.0,78.0,73.0,77.0,54.0,54.0,72.0,74.0,61.0,29.0,81.0,77.0,80.0,80.0,40.0,30.0,28.0,12.0,6.0,11.0,15.0,12.0
E. Choupo-Moting,29,77,65.0,75.0,74.0,74.0,75.0,83.0,74.0,44.0,70.0,80.0,76.0,78.0,76.0,74.0,66.0,77.0,67.0,76.0,76.0,64.0,55.0,40.0,77.0,70.0,68.0,75.0,31.0,36.0,20.0,9.0,9.0,9.0,16.0,6.0
J. Pinola,35,77,65.0,38.0,74.0,76.0,46.0,63.0,65.0,55.0,68.0,65.0,68.0,70.0,65.0,75.0,67.0,71.0,81.0,67.0,81.0,59.0,82.0,74.0,59.0,58.0,38.0,60.0,79.0,74.0,72.0,8.0,12.0,11.0,7.0,11.0
J. Hendrix,23,77,59.0,54.0,73.0,76.0,54.0,70.0,52.0,45.0,83.0,75.0,72.0,69.0,73.0,74.0,74.0,72.0,78.0,85.0,73.0,57.0,80.0,78.0,69.0,66.0,54.0,77.0,75.0,73.0,75.0,14.0,8.0,12.0,8.0,11.0
J. Izquierdo,25,77,70.0,71.0,60.0,69.0,54.0,81.0,75.0,34.0,63.0,78.0,92.0,90.0,91.0,71.0,84.0,80.0,67.0,74.0,59.0,77.0,27.0,37.0,75.0,71.0,58.0,72.0,48.0,21.0,30.0,13.0,8.0,12.0,7.0,13.0
S. Sydorchuk,27,77,50.0,63.0,46.0,79.0,31.0,70.0,40.0,49.0,75.0,77.0,68.0,65.0,57.0,77.0,48.0,47.0,59.0,78.0,73.0,72.0,54.0,79.0,69.0,76.0,41.0,76.0,72.0,75.0,67.0,8.0,14.0,16.0,13.0,12.0
C. Grenier,27,77,79.0,72.0,73.0,79.0,74.0,75.0,79.0,82.0,80.0,81.0,55.0,58.0,62.0,71.0,74.0,83.0,54.0,66.0,73.0,80.0,63.0,62.0,78.0,80.0,78.0,78.0,60.0,59.0,49.0,14.0,11.0,10.0,11.0,6.0
T. Strobl,28,77,51.0,30.0,69.0,74.0,35.0,59.0,44.0,45.0,79.0,58.0,51.0,55.0,48.0,77.0,44.0,79.0,70.0,73.0,78.0,62.0,83.0,80.0,55.0,66.0,47.0,73.0,81.0,79.0,77.0,11.0,8.0,8.0,16.0,12.0
V. Odjidja-Ofoe,29,77,70.0,69.0,68.0,82.0,78.0,76.0,64.0,70.0,78.0,78.0,59.0,62.0,52.0,68.0,51.0,82.0,74.0,75.0,83.0,76.0,75.0,65.0,69.0,81.0,72.0,75.0,60.0,70.0,69.0,10.0,16.0,11.0,13.0,9.0
N. Guzmán,32,77,20.0,10.0,15.0,40.0,12.0,21.0,18.0,22.0,46.0,25.0,51.0,52.0,70.0,75.0,57.0,25.0,66.0,38.0,79.0,17.0,33.0,29.0,19.0,55.0,12.0,65.0,26.0,13.0,12.0,76.0,75.0,67.0,80.0,78.0
F. Fabra,27,77,74.0,50.0,67.0,73.0,33.0,78.0,60.0,34.0,57.0,76.0,86.0,88.0,85.0,71.0,75.0,67.0,86.0,89.0,81.0,54.0,72.0,72.0,71.0,54.0,55.0,70.0,66.0,75.0,76.0,7.0,15.0,13.0,9.0,7.0
J. Maddison,21,77,74.0,69.0,30.0,78.0,69.0,77.0,78.0,79.0,72.0,82.0,77.0,74.0,85.0,68.0,78.0,83.0,54.0,67.0,40.0,73.0,56.0,45.0,69.0,81.0,74.0,76.0,37.0,40.0,34.0,11.0,14.0,14.0,12.0,14.0
K. El Ahmadi,33,77,60.0,54.0,60.0,79.0,62.0,73.0,68.0,50.0,79.0,76.0,65.0,63.0,74.0,79.0,70.0,74.0,67.0,81.0,73.0,66.0,83.0,75.0,64.0,74.0,69.0,83.0,68.0,77.0,73.0,12.0,16.0,11.0,14.0,8.0
M. Carcela-González,29,77,70.0,72.0,35.0,72.0,70.0,84.0,80.0,71.0,69.0,81.0,90.0,80.0,89.0,75.0,80.0,77.0,87.0,69.0,54.0,74.0,47.0,39.0,74.0,69.0,65.0,84.0,26.0,38.0,30.0,8.0,15.0,14.0,7.0,12.0
M. Gabbiadini,26,77,70.0,79.0,66.0,72.0,72.0,77.0,78.0,77.0,64.0,79.0,67.0,70.0,70.0,74.0,56.0,82.0,74.0,63.0,71.0,77.0,57.0,18.0,79.0,72.0,72.0,71.0,21.0,24.0,20.0,12.0,11.0,11.0,5.0,5.0
Gomes,37,77,15.0,15.0,14.0,23.0,13.0,15.0,12.0,13.0,19.0,25.0,50.0,52.0,56.0,71.0,53.0,30.0,76.0,27.0,64.0,14.0,40.0,20.0,12.0,59.0,41.0,59.0,19.0,14.0,15.0,80.0,72.0,60.0,77.0,83.0
M. Ritchie,28,77,80.0,72.0,38.0,75.0,75.0,77.0,74.0,66.0,72.0,76.0,75.0,73.0,71.0,75.0,84.0,76.0,70.0,76.0,59.0,77.0,73.0,49.0,76.0,76.0,72.0,72.0,56.0,57.0,54.0,15.0,8.0,11.0,14.0,13.0
G. Bou,28,77,69.0,77.0,74.0,71.0,74.0,77.0,66.0,71.0,61.0,77.0,78.0,78.0,74.0,74.0,76.0,80.0,77.0,80.0,75.0,73.0,52.0,39.0,78.0,71.0,71.0,78.0,19.0,22.0,21.0,6.0,6.0,15.0,16.0,7.0
Javi Fuego,34,77,59.0,54.0,60.0,77.0,53.0,62.0,64.0,62.0,71.0,70.0,53.0,42.0,64.0,77.0,61.0,72.0,70.0,69.0,77.0,64.0,82.0,82.0,58.0,70.0,60.0,86.0,80.0,79.0,78.0,7.0,13.0,14.0,10.0,14.0
